appid,genres,steamspy_tags,categories
551190,Single-player;Steam Achievements,Gore;Action;Adventure;Strategy,0
551320,Nudity;Gore;Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player
551360,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
551380,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
551440,Adventure;RPG,Adventure;RPG;VR,Single-player
551450,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
551500,Casual;Simulation,Casual;Simulation,Single-player
551520,Casual;Indie;Simulation,Indie;Casual;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
551550,Action;Indie,Action;Indie;Competitive,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
551570,Adventure;Indie;RPG,RPG;Indie;Adventure,Single-player;Full controller support
551580,Action;Casual;Indie,Indie;Casual;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
551610,Action;Casual;Indie;Early Access,Early Access;Indie;Action,Multi-player;Online Multi-Player;Local Multi-Player;Steam Workshop;Stats
551630,Indie;Strategy,Indie;Strategy;Space,Single-player;Steam Achievements;Steam Cloud
551650,Adventure;Indie;Simulation,Adventure;Indie;Simulation,Single-player;Steam Achievements
551670,Casual;Indie,Casual;Indie,Single-player;Steam Trading Cards
551680,Adventure;Indie,Adventure;Indie;Horror,Single-player;Steam Trading Cards
551690,0,Single-player,windows
551700,Violent;Action;Indie,Action;Indie;Violent,Single-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer
551730,0,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,windows
551750,Violent;Gore;Adventure;Casual;Indie,Indie;Casual;Gore,Single-player
551770,Action;Adventure;Indie,Stealth;Sci-fi;Female Protagonist,Single-player;Steam Achievements;Full controller support;Steam Cloud
551780,Education,Education;Early Access,Steam Workshop
551840,Adventure;Indie,Adventure;Indie;Point & Click,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
551860,Adventure;Indie;Strategy;Early Access,Early Access;Pirates;Strategy,Single-player;Steam Trading Cards
551930,Indie;Simulation;Sports,Indie;Simulation;Sports,Single-player;Steam Trading Cards
551960,Accounting;Education;Software Training;Utilities;Early Access,Early Access;Software Training;Utilities,Stats
552000,Action;Casual;Indie,Action;Casual;Indie,Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards;Includes level editor
552030,Indie;Strategy,Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards
552060,Adventure;Indie,Adventure;Indie;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
552080,Action;Indie;Simulation;Early Access,Early Access;Simulation;Action,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op
552100,Simulation;Early Access,Early Access;Sandbox;Multiplayer,Single-player;Online Multi-Player;Steam Trading Cards;Steam Workshop;Partial Controller Support
552110,0,Single-player;Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats,windows;mac
552120,Casual;Indie;Simulation,Indie;Casual;Simulation,Single-player;Includes level editor
552130,Adventure;Casual;Indie;Simulation,Indie;Casual;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
552140,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,Local Multi-Player
552150,0,Single-player,windows
552160,Casual;Indie;Strategy,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
552200,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
552210,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
552220,Action;Adventure;Strategy,Strategy;Action;Adventure,Single-player
552230,Action;Casual;Indie;Sports,Action;Indie;Casual,Single-player;Online Multi-Player;Steam Achievements
552240,Casual;Simulation;Strategy,Strategy;Casual;Simulation,Single-player
552270,Indie,Indie;VR;Minimalist,Single-player
552280,Adventure,Anime;Sexual Content;Dating Sim,Single-player;Steam Trading Cards
552300,16,Single-player;Steam Achievements,windows
552310,Indie;RPG,RPG;Indie;RPGMaker,Single-player
552330,Single-player;Steam Achievements;Partial Controller Support,Indie,0
552340,Action;Indie,Indie;Action;VR,Single-player;Steam Leaderboards
552350,Adventure;Indie;RPG,Adventure;Indie;RPG,Single-player;Steam Trading Cards;Partial Controller Support
552370,Indie;Sports,Sports;Indie;BMX,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
552380,Action;Casual;Indie;Simulation,Action;Indie;Casual,Single-player;Steam Leaderboards
552390,Adventure;Indie,Indie;Adventure;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
552400,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements;Steam Cloud
552410,Action;Adventure;Indie;RPG;Simulation,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats
552440,Action;Adventure;Indie,Adventure;Action;VR,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor
552450,Action;Indie,Action;Indie;VR,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
552460,Action;Indie,VR;Action;Indie,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
552500,Action,Co-op;Gore;First-Person,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support
552520,Action;Adventure,Open World;Action;FPS,Single-player;Multi-player;Co-op;Steam Trading Cards;Captions available;In-App Purchases;Partial Controller Support;Includes level editor
552540,0,Single-player;Steam Achievements;Full controller support,windows;mac
552550,Action;Adventure;Simulation,Action;Adventure;Simulation,Single-player;Steam Achievements;Full controller support
552570,Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,Single-player;Full controller support;Steam Trading Cards
552580,Adventure;Casual;Indie;RPG;Strategy,Adventure;RPG;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
552590,Adventure;Indie,Adventure;Indie;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
552610,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support
552620,RPG,RPG;Post-apocalyptic;Turn-Based Combat,Single-player;Steam Achievements;Steam Workshop;Steam Cloud
552630,Action;Indie,Action;Indie;Early Access,Single-player
552660,Indie,Indie;VR,Single-player;Partial Controller Support
552670,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
552690,Casual;Indie;Sports;Early Access,Early Access;Indie;Casual,Single-player;Partial Controller Support
552700,RPG,RPG;JRPG;Fantasy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
552720,Adventure;Indie;RPG,Indie;Adventure;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud
552780,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Includes level editor
552800,Action;Adventure;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
552870,Adventure;Casual;Indie,Adventure;Casual;Indie,Single-player;Steam Trading Cards;Steam Cloud
552880,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud
552900,Indie,Indie;Platformer;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
552910,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Nudity;Violent;Strategy,0
552920,Indie;Massively Multiplayer;Simulation,Simulation;Indie;Massively Multiplayer,Single-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support
552940,Action;Indie,Action;Indie,Single-player;Partial Controller Support
552960,Action;Adventure;Casual;Indie;RPG,Adventure;Action;Indie,Single-player;Steam Workshop
552970,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
552990,Action;Free to Play;Massively Multiplayer;Simulation,Free to Play;World War II;Naval,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases
553000,Adventure;Indie,Adventure;Indie;VR,Single-player;Steam Achievements;Steam Trading Cards
553020,Action;Indie,Action;Indie;Local Co-Op,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
553040,Adventure;Casual;Indie;RPG,RPG;Indie;Casual,Single-player;Partial Controller Support
553050,Single-player,Adventure;Casual;Simulation,0
553100,Casual;Simulation,Casual;Simulation;Arcade,Single-player
553110,Casual;Racing;Sports,Casual;Sports;Racing,Single-player;Full controller support
553130,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,Single-player
553150,Adventure;Casual;Indie;Early Access,Early Access;Adventure;Indie,Local Multi-Player;Local Co-op;Cross-Platform Multiplayer;Steam Achievements
553180,Action;Casual;Indie,Casual;Action;Indie,Single-player;Steam Achievements;Steam Trading Cards
553210,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards,Action;Strategy,0
553260,Strategy,Strategy;Diplomacy;Politics,Single-player;Steam Achievements
553290,Indie;Massively Multiplayer;Racing;Simulation;Sports,Racing;Massively Multiplayer;Simulation,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Commentary available
553310,Action;Indie;Sports,Action;Indie;Great Soundtrack,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud
553320,Nudity;Violent;Gore;Action,Nudity;Action;Gore,Single-player
553330,Single-player;Steam Trading Cards,Casual;Indie,0
553340,Casual;Indie,Indie;Casual;Puzzle-Platformer,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud
553350,Action;Indie,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
553410,Strategy,Strategy;VR;Tower Defense,Single-player;Steam Trading Cards
553430,Indie;Early Access,Early Access;Indie;Casual,Single-player;Steam Achievements
553440,Action;Indie,Action;Indie,Single-player;Steam Achievements;Partial Controller Support
553450,Violent;Action;Indie,Indie;Action;Violent,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
553470,Adventure;Indie;Simulation;Strategy,Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Includes level editor
553480,Adventure;Casual;Indie;RPG,Choose Your Own Adventure;Adventure;Indie,Single-player;Steam Trading Cards;Steam Cloud
553490,Action;Early Access,Early Access;Action;VR,Single-player
553520,Simulation,Simulation;Driving;Open World,Single-player;Multi-player;Co-op;Steam Achievements;Includes level editor
553530,Action;Adventure;Indie;RPG;Sports;Strategy;Early Access,Early Access;Action;Adventure,Single-player
553560,Action;Indie;Strategy;Early Access,Early Access;Action;Strategy,Multi-player;Online Multi-Player
553570,Indie,Indie,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support
553590,Indie;Simulation;Sports,VR;Indie;Simulation,Single-player;Steam Achievements;Steam Leaderboards
553610,Casual;Indie;Simulation;Strategy,Casual;Simulation;Strategy,Single-player
553630,Simulation,Simulation;VR,Single-player
553640,Action;Adventure;RPG,Action;Female Protagonist;Hack and Slash,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
553660,Action;Casual;Free to Play;Indie,Free to Play;Action;Multiplayer,Online Multi-Player;Partial Controller Support
553680,Casual;Indie;Strategy,Strategy;Indie;Casual,Single-player
553690,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
553740,Action;Adventure;Indie;Early Access,Early Access;Indie;Adventure,Single-player
553760,RPG,RPG;Retro;JRPG,Single-player;Steam Achievements;Full controller support;Steam Cloud
553780,Action;Casual;Indie,Action;Casual;Indie,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Steam Leaderboards;Includes level editor
553790,Adventure;Indie,Indie;Story Rich;Adventure,Single-player;Steam Achievements;Steam Trading Cards
553800,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure,0
553820,Action;Casual;Indie,Action;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards
553830,Indie;Strategy,Indie;Strategy;Puzzle,Single-player;Steam Trading Cards
553880,Action;Free to Play;Simulation,Action;Simulation;Free to Play,Single-player;Online Multi-Player
553910,Action;Casual;Indie,Casual;Action;Indie,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
553950,Action;Indie,Action;Indie;Cyberpunk,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
553960,Violent;Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Partial Controller Support
554140,Casual;Simulation,Casual;Simulation;VR,Single-player
554150,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
554180,Adventure;Indie,Adventure;Indie;Visual Novel,Single-player
554220,Casual;Indie;RPG,Casual;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
554280,Violent;Action;Indie,Action;Indie;Violent,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
554290,Adventure,Adventure;Visual Novel;Anime,Single-player;Steam Trading Cards;Steam Cloud
554310,Violent;Gore;Adventure;Casual;Indie,Gore;Memes;Violent,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
554330,Action;Casual;Indie,Casual;Indie;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
554470,Action;Casual,Action;Casual;VR,Single-player;Steam Leaderboards
554510,Simulation;Sports,Sports;Simulation;Golf,Single-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Includes level editor
554550,Violent;Gore;Adventure;Indie;Early Access,Early Access;Adventure;Indie,Single-player;Full controller support
554560,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
554570,Adventure;Indie;RPG;Early Access,Early Access;Adventure;RPG,Single-player;Partial Controller Support
554590,Strategy,Strategy,Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support
554600,Adventure;Indie;RPG;Strategy,RPG;Indie;Education,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
554620,Action;Adventure,Story Rich;Choices Matter;Great Soundtrack,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
554640,Adventure;Free to Play;Indie;RPG,Free to Play;RPG;Indie,Single-player;Steam Trading Cards
554660,Casual;Indie;Strategy,Casual;Strategy;Indie,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards
554670,Action;Casual;Indie,Casual;Indie;Action,Single-player;Full controller support;Steam Trading Cards;Steam Cloud
554680,Action;Simulation,Action;Simulation;VR,Single-player
554690,RPG,RPG;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
554700,Adventure;Indie,Adventure;Indie;VR,Single-player
554750,Simulation;Sports,Football;Simulation;Sports,Single-player;Local Multi-Player;Steam Achievements;Partial Controller Support
554770,Violent;Action;Adventure;RPG,Action;Adventure;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
554800,Action;Casual;Indie,Casual;Action;Indie,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
554810,Adventure,Adventure;Female Protagonist;Walking Simulator,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud
554870,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements;Full controller support
554920,Violent;Action;Adventure;Indie;Strategy;Early Access,Early Access;Strategy;Action,Single-player
554940,Action;Indie;Early Access,Early Access;Action;Indie,Single-player;Steam Achievements;Full controller support;Stats
555010,Action;Indie;Strategy;Early Access,Early Access;Strategy;Action,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op
555050,Casual;Indie;Simulation;Sports,Casual;Simulation;Sports,Single-player;Online Multi-Player
555060,Action;Casual;Indie;Simulation;Sports,Simulation;Sports;Action,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Leaderboards
555080,Simulation,Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
555100,Sexual Content;Violent;Action;Indie;Simulation,Sexual Content;Action;Indie,Single-player;Steam Achievements
555130,0,Single-player,windows
555150,Adventure;Indie,Adventure;Indie;Atmospheric,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available
555160,Violent;Gore;Action;Indie;Early Access,Early Access;VR;Action,Multi-player;Online Multi-Player;Steam Workshop
555170,Action;Casual;Simulation,Action;Casual;Simulation,Single-player;Steam Leaderboards
555180,0,Local Multi-Player;Shared/Split Screen;Steam Cloud,windows;mac
555210,Casual;Free to Play;Indie;Simulation,Free to Play;Visual Novel;Anime,Single-player;Steam Achievements
555220,Adventure;Indie,Horror;Atmospheric;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
555230,Casual;Simulation;Strategy,Strategy;Casual;Simulation,Single-player;Online Multi-Player
555260,Action;Adventure;Indie,Adventure;Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
555280,Action;Casual;Indie,Action;Indie;Casual,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
555290,Adventure;Casual;Indie,Adventure;Indie;Point & Click,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud
555310,Adventure;Casual;Indie,Adventure;Sexual Content;Indie,Single-player;Steam Achievements;Steam Cloud
555320,Casual;Indie,Indie;Casual;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards;Commentary available
555370,Strategy,Strategy;Turn-Based;Turn-Based Strategy,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements
555400,Action;Adventure;Indie;Early Access,Early Access;Dinosaurs;Adventure,Single-player;Partial Controller Support
555410,Adventure;Casual;Indie;RPG;Strategy,Adventure;Indie;Casual,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud
555430,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player;Full controller support;Steam Trading Cards
555440,Action;Early Access,Early Access;Action;Multiplayer,Multi-player;Online Multi-Player;Co-op;Online Co-op
555450,Violent;Action;RPG,Action;RPG;Violent,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
555510,Indie;Simulation;Strategy,Strategy;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
555520,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player
555570,Action;Free to Play;Indie;Massively Multiplayer;RPG,Zombies;Free to Play;Survival,Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases
555580,Action;Adventure;Casual;Indie,Action;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
555600,Action;Adventure;Indie,Indie;Action;Adventure,Single-player;Steam Achievements;Steam Trading Cards
555610,Action;Adventure;Indie,Adventure;Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud
555620,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards
555630,Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,Single-player;Partial Controller Support
555640,Casual;Indie,Casual;Indie;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards
555650,0,Single-player;Steam Trading Cards,windows;linux
555660,Action;Adventure;Indie,Indie;Adventure;Survival,Single-player;Steam Trading Cards
555670,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,Single-player;Steam Trading Cards
555700,Action;Adventure;Indie,Action;Indie;Adventure,Multi-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards
555710,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
555720,Action;Adventure;Indie,Indie;Action;Adventure,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats
555730,Action;Casual;Indie;Sports;Early Access,Early Access;Action;Indie,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards
555750,Action;Indie,Action;Indie;Gore,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
555760,Action;Adventure;Indie;Racing;Simulation,Action;Adventure;Indie,Single-player;Steam Trading Cards
555820,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
555830,Action;Casual;Indie;Massively Multiplayer,Action;Massively Multiplayer;Indie,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards
555850,Action;Casual;Indie;Simulation;Strategy;Early Access,Early Access;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
555880,Action;Indie;RPG;Strategy,Action;VR;Indie,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Cloud
555890,Action;Adventure;Indie;RPG,Indie;Action;Adventure,Single-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
555920,Gore;Action;Adventure;Indie,Action;Indie;Gore,Single-player;Steam Trading Cards
555930,Action;Adventure;Casual;Indie;RPG,Action;Adventure;RPG,Single-player;Steam Trading Cards
555940,Casual;Indie;Strategy,Strategy;Indie;Casual,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards
555950,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,windows
555970,Adventure;Casual;Indie;Early Access,Early Access;Indie;Casual,Single-player;Steam Trading Cards;Includes level editor
555980,Indie;RPG;Early Access,Early Access;RPG;Indie,Single-player;Steam Trading Cards
556000,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
556010,Action;Casual;Indie,Action;Indie;Casual,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
556050,Action;Indie,Action;Indie;1980s,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
556070,Casual;Simulation;Early Access,Early Access;Casual;Simulation,Single-player;Steam Trading Cards
556090,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards
556110,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Trading Cards
556120,Action;Adventure;Indie;RPG;Strategy;Early Access,Early Access;Indie;Strategy,Single-player;Steam Trading Cards
556130,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,0
556140,Casual,Casual;VR;VR Only,Single-player;Full controller support
556160,Action;Casual;Indie,Casual;Indie;Action,Single-player;Steam Achievements;Steam Trading Cards
556180,Strategy,Strategy;Board Game;Multiplayer,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases
556190,Casual;Indie;Strategy,Strategy;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards
556230,Action;Adventure;Casual;Indie;Racing;Sports,Racing;Action;Adventure,Single-player;Local Multi-Player;Full controller support;Steam Trading Cards
556250,Action;Indie;Strategy,Action;Indie;Strategy,Single-player;Online Multi-Player
556260,Gore;Adventure;Indie,Adventure;Indie;Gore,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support
556280,Action;Casual;Indie,Casual;Indie;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
556300,Indie;Simulation;Early Access,Early Access;Indie;Simulation,Single-player
556310,Casual;Indie;Strategy,Indie;Casual;Strategy,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
556340,Indie;Simulation,Indie;Simulation;VR,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
556480,Sports,Sports,Single-player;Multi-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
556520,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Action;Adventure,Single-player
556540,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Steam Cloud
556550,Action;Strategy;Early Access,Early Access;Strategy;Action,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer
556640,Action;Indie;Early Access,Early Access;Action;Indie,Single-player
556680,Action;Indie;Simulation;Early Access,Early Access;Action;Simulation,Single-player
556700,Action;Casual;Indie;Simulation;Sports;Early Access,Early Access;Action;Indie,Single-player
556710,Action;Adventure;Indie,Indie;Action;Gore,Single-player;Steam Achievements;Full controller support
556720,Racing,Racing;Free to Play,Single-player
556740,Action;Adventure;Indie;RPG,RPG;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud
556770,Gore;Action;Indie;RPG;Early Access,Early Access;Action;Gore,Single-player;Steam Trading Cards;Steam Cloud
556780,Action;Casual;Indie,Action;Indie;Casual,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
556820,Free to Play;Indie;Strategy,Strategy;Indie;Free to Play,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases
556830,0,Single-player,windows
556840,Early Access,Early Access;Survival;Crafting,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud
556850,Utilities;Early Access,Early Access;Utilities,Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats
556860,Indie;Simulation;Strategy,Simulation;Strategy;Indie,Single-player
556870,Action;Adventure;Casual;Indie,Indie;Casual;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
556890,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player
556920,Indie;RPG,RPG;Indie;Rogue-like,Single-player
556960,Action;Racing;Early Access,Early Access;Action;Racing,Single-player;Full controller support;Steam Trading Cards;Steam Leaderboards
556990,Action;Casual,Action;Casual;Zombies,Single-player;Steam Trading Cards
557030,Adventure;Casual;Indie,Indie;Adventure;Casual,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
557040,Action;Indie,Indie;Action;Beat 'em up,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
557190,Action;Adventure;Casual;Indie;Strategy,Casual;Strategy;Action,Single-player;Steam Trading Cards
557240,Simulation;Strategy,Strategy;Simulation,Single-player;Steam Cloud
557260,Indie,Indie;Horror;Singleplayer,Single-player;Steam Trading Cards
557330,Indie;RPG;Simulation;Early Access,Early Access;RPG;Simulation,Single-player
